team_code,Nacionalnost,Ime,ID-broj igrača,Specijalnost,Ozljede,Na transfer listi,Dob,Dani,TSI,Iskustvo,Vodstvo,Forma,Izdržljivost,Na vratima,Obrana,Kreiranje,Krilo,Proigravanje,Napad,Prekidi,Utakmice za rep,U21,Reprezentativac,Kategorija,Utakmice za reprezentaciju,Utakmice za U21 reprezentaciju,Reprezentativac!
NT,Hrvatska,Mladen Jurin,459299430,Brz,,,32,96,181010,11,6,6,8,1,8,15,17,12,6,10,,,,Krilo,0,0,0
NT,Hrvatska,Natko Kurtov,461587273,Igra glavom,,,31,68,279380,11,4,7,7,1,3,12,10,15,16,6,,,,Napadač,8,0,0
NT,Hrvatska,Nediljko Honović,462931590,Nepredvidiv,,,30,106,509120,15,2,8,8,1,13,16,19,7,8,3,,,,Krilo,19,10,1
NT,Hrvatska,Nedjeljko Bralić,469312663,Snažan,,,28,103,443450,10,3,7,6,1,15,18,3,9,4,4,,,,Srednji vezni,0,3,0
NT,Hrvatska,Nedjeljko 'Gold Foot' Parać,454154758,Brz,,,34,96,44260,15,4,5,6,1,10,15,16,9,5,16,,,,Krilo,1,13,0
NT,Hrvatska,Nenad Mažer,460067103,Nepredvidiv,2,Na transfer listi,32,46,128850,10,3,8,6,1,3,15,3,13,16,7,,,,Napadač,0,0,0
NT,Hrvatska,Neven Kalođera,472779236,Igra glavom,1,,27,49,253720,9,3,5,7,1,12,17,5,12,7,2,,,,Srednji vezni,3,3,0
NT,Hrvatska,Neven Pederin,457921293,Snažan,,,33,38,108770,12,3,7,8,1,16,6,16,9,4,3,,,,Bočni igrač,10,0,0
NT,Hrvatska,Neven Pejar,458421722,Igra glavom,1,,33,18,114740,14,4,5,6,1,12,18,3,15,5,3,,,,Srednji vezni,7,4,0
NT,Hrvatska,Neven Sušenko,471424325,Nepredvidiv,,,28,8,232500,8,6,6,7,1,3,4,4,15,15,3,,,,Napadač,0,0,0
NT,Hrvatska,Niko Strikoman,465833884,,,,29,89,423330,12,3,7,8,1,11,18,4,14,8,9,,,,Srednji vezni,0,12,0
NT,Hrvatska,Nikola Peteh,453634103,,,,34,98,35200,15,3,6,6,1,15,10,13,11,1,11,,,,Bočni igrač,0,9,0
NT,Hrvatska,Nikola Steković,461754333,Brz,,,32,54,112130,10,3,6,6,1,18,13,5,7,2,5,,,,Srednji branič,0,0,0
NT,Hrvatska,Nino Gržan,463832192,Snažan,,,30,62,323480,11,4,4,8,1,17,11,6,16,3,2,,,,Srednji branič,0,5,0
NT,Hrvatska,Noa Cakarun,462826078,Brz,,,31,105,201760,15,3,7,8,1,17,10,14,7,2,14,,,,Bočni igrač,12,0,0
NT,Hrvatska,Nolan 'Lolo' Pekić,460618245,Brz,,,32,12,192360,10,3,7,7,1,10,16,17,9,4,6,,,,Krilo,0,3,0
NT,Hrvatska,Nolan Saša,458177991,Igra glavom,,,33,63,110230,15,5,7,8,1,10,15,15,12,2,15,,,,Krilo,0,1,0
NT,Hrvatska,Nolen Dolenc,450082654,Igra glavom,,,36,27,28060,17,5,7,6,0,17,4,13,2,0,19,,,,Bočni igrač,10,12,0
NT,Hrvatska,Nolen Kralj,460698013,Brz,,,32,4,283060,12,5,8,7,1,3,12,14,11,17,2,,,,Napadač,2,8,0
NT,Hrvatska,Nolen 'Crocop' Lisac,458118368,Igra glavom,1,,33,29,72290,12,6,7,6,1,11,17,3,9,9,20,,,,Srednji vezni,0,0,0
NT,Hrvatska,Oleg Duka,461793118,Brz,,,31,52,172980,11,6,5,8,1,15,11,15,8,3,6,,,,Bočni igrač,4,0,0
NT,Hrvatska,Oleg Kraljević,461474002,,,,31,77,134410,12,5,7,8,19,15,2,1,0,0,22,,,,Vratar,3,22,0
NT,Hrvatska,Oliver Murk,461574682,Nepredvidiv,,Na transfer listi,31,69,188410,13,5,6,7,1,5,12,5,13,16,3,,,,Napadač,0,8,0
NT,Hrvatska,Pavle Staničić,453117789,Tehničar,,,35,12,52270,15,5,8,5,1,9,15,16,12,4,14,,,,Krilo,9,0,0
NT,Hrvatska,Perica Preobraženski,454605115,,,,34,66,43640,13,3,5,6,0,10,17,6,14,3,13,,,,Srednji vezni,0,0,0
NT,Hrvatska,Pero Balić,456912816,Nepredvidiv,,,33,68,166130,13,6,7,8,1,11,16,17,10,7,4,,,,Krilo,0,2,0
NT,Hrvatska,Pero Reić,469078379,Nepredvidiv,,,29,16,194270,9,5,5,7,1,16,5,15,10,4,5,,,,Bočni igrač,0,1,0
NT,Hrvatska,Ratko Ciliga,462868090,Igra glavom,,,30,111,350980,12,5,7,7,1,12,19,6,11,4,3,,,,Srednji vezni,9,0,1
NT,Hrvatska,Ratko Saratlija,455670171,Igra glavom,,,34,24,38990,14,4,6,6,1,2,11,15,10,15,13,,,,Napadač,1,7,0
NT,Hrvatska,Ratko Stakić,460587455,,,,32,15,257520,14,4,8,8,1,17,9,16,12,4,8,,,,Bočni igrač,16,0,1
NT,Hrvatska,Renato Čohilj,473509786,Nepredvidiv,,,27,7,448490,10,2,8,7,1,3,11,7,12,18,3,,,,Napadač,0,13,0
NT,Hrvatska,Renato Skoko,459219055,Igra glavom,,,32,91,264650,14,5,7,7,1,15,16,5,15,3,3,,,,Srednji branič,1,8,1
NT,Hrvatska,Renato Šeat,459600485,Brz,,,32,62,171190,11,4,6,8,1,5,10,10,13,17,12,,,,Napadač,8,0,0
NT,Hrvatska,Robin Omerzel,466068493,Brz,,,29,105,260040,7,6,5,7,1,4,6,3,14,18,4,,,,Napadač,0,0,0
NT,Hrvatska,Roko Dabčević,455754803,Brz,,,34,19,62040,18,1,5,7,1,3,14,8,16,14,3,,,,Napadač,0,7,0
NT,Hrvatska,Ronald Okoš,464022563,Snažan,,,30,54,267710,14,4,7,8,1,16,10,15,10,4,8,,,,Bočni igrač,0,10,0
NT,Hrvatska,Rudi Rapić,449877579,Igra glavom,,,36,19,33020,24,2,8,5,0,10,17,2,12,5,14,,,,Srednji vezni,27,27,0
NT,Hrvatska,Rudolf Glavić,470253947,Nepredvidiv,,,28,66,295180,9,4,7,6,1,16,9,16,4,4,13,,,,Bočni igrač,0,0,0
NT,Hrvatska,Rudolf Lulić,465946398,Brz,,,29,86,445620,12,4,6,7,1,12,15,18,7,8,1,,,,Krilo,8,21,1
NT,Hrvatska,Rudolf Rubeša,465896052,Snažan,,,29,85,350730,9,2,8,8,1,4,9,4,15,16,6,,,,Napadač,0,0,0
NT,Hrvatska,Samuel Jukić,469926146,,,,28,87,396770,8,2,6,6,1,17,10,15,11,3,1,,,,Bočni igrač,0,0,0
NT,Hrvatska,Samuel 'Petrarka' Patriarka,471610924,,,,27,107,533930,13,1,8,8,1,17,10,16,8,3,8,,,,Bočni igrač,4,17,1
NT,Hrvatska,Sandro Bačak,461650747,Brz,,,31,63,270890,10,3,7,8,1,11,18,3,12,7,14,,,,Srednji vezni,2,6,0
NT,Hrvatska,Sandro Sencar,449731903,Nepredvidiv,,,36,29,34230,28,6,7,6,0,11,16,1,12,7,16,,,,Srednji vezni,48,24,0
NT,Hrvatska,Saša Ćosić,456971568,,,,33,63,90340,12,4,6,7,1,11,17,4,10,8,14,,,,Srednji vezni,0,0,0
NT,Hrvatska,Saša Skejić,463784545,Brz,,,30,102,310030,12,6,8,6,1,17,15,3,9,6,1,,,,Srednji branič,7,0,1
NT,Hrvatska,Silvio Orlovac,468712322,Brz,,,29,29,392270,11,2,5,8,1,8,16,17,9,7,1,,,,Krilo,6,8,0
NT,Hrvatska,Siniša Porenta,459626635,Igra glavom,,,32,84,168170,9,3,7,6,1,18,14,9,8,3,2,,,,Srednji branič,0,0,0
NT,Hrvatska,Slaven Isaković,460883374,Igra glavom,,,32,0,154700,8,6,7,7,1,15,8,16,3,2,2,,,,Bočni igrač,0,0,0
NT,Hrvatska,Slaven 'Skala' Mirković,460856862,Brz,,,31,103,310840,15,3,6,8,1,10,16,17,10,5,11,,,,Krilo,2,16,0
NT,Hrvatska,Slaven Surjan,466192879,Snažan,,,29,61,385830,8,2,8,6,2,4,16,5,10,17,3,,,,Napadač,0,0,0
NT,Hrvatska,Stanko 'Sarma' Gregorić,458397902,Nepredvidiv,,,33,10,117080,15,2,7,8,2,11,18,5,11,8,12,,,,Srednji vezni,10,0,0
NT,Hrvatska,Stanko Peranović,458227299,Snažan,,,33,22,115990,11,3,6,8,1,13,17,13,9,1,7,,,,Srednji vezni,0,0,0
NT,Hrvatska,Stanko Selihar,449418479,Brz,,,36,41,28750,27,2,6,6,0,10,16,2,11,6,17,,,,Srednji vezni,36,25,0
NT,Hrvatska,Stipo 'Pepito' Ferić,465301558,Nepredvidiv,,,29,104,447290,11,5,7,8,1,9,18,6,10,14,9,,,,Napadač,0,8,0
NT,Hrvatska,Stipo Herceg,458655753,Nepredvidiv,,,32,106,281190,15,5,7,6,1,7,15,2,16,16,2,,,,Napadač,0,11,0
NT,Hrvatska,Stjepan Zeljko,461752355,,,,31,55,236750,10,3,4,7,1,11,18,3,12,12,9,,,,Srednji vezni,1,0,0
NT,Hrvatska,Sven Džindo,463665337,Nepredvidiv,,,30,73,308670,10,5,8,6,1,17,9,6,15,3,7,,,,Srednji branič,0,13,0
NT,Hrvatska,Sven Juravić,463400388,Tehničar,,,30,91,333930,12,5,5,7,1,10,17,17,11,7,1,,,,Krilo,0,0,0
NT,Hrvatska,Sven Piglić,458671487,Brz,,,32,104,190310,10,6,8,6,1,6,17,17,10,5,8,,,,Krilo,0,0,0
NT,Hrvatska,Šimun Kalabrić,456009044,Timski igrač,,,34,18,36410,11,3,5,6,1,11,17,4,11,4,6,,,,Srednji vezni,0,0,0
NT,Hrvatska,Šimun Petrić,455869647,Brz,,,34,9,40340,13,2,7,7,0,11,17,4,10,9,14,,,,Srednji vezni,0,0,0
NT,Hrvatska,Šimun Radman,470854854,Nepredvidiv,,,28,42,220600,7,7,6,6,1,4,5,5,14,16,8,,,,Napadač,0,0,0
NT,Hrvatska,Šimun Strikoman,456705642,Igra glavom,,,33,85,139530,14,2,7,7,1,7,16,17,11,5,12,,,,Krilo,4,6,0
NT,Hrvatska,Šimun Šuker,459307583,Nepredvidiv,1,,32,84,107420,18,2,7,7,20,16,3,4,3,2,22,,,,Vratar,35,0,0
NT,Hrvatska,Toma Plavčić,462744718,,,,31,10,233280,11,6,5,8,1,11,17,5,13,10,11,,,,Srednji vezni,0,0,0
NT,Hrvatska,Toma Smirčić,465194284,Brz,,,30,0,462540,10,5,8,8,1,9,18,3,13,10,5,,,,Srednji vezni,1,0,1
NT,Hrvatska,Tome Šeks,472440179,Tehničar,,,27,60,484450,12,4,7,8,1,16,10,15,8,3,8,,,,Bočni igrač,0,13,0
NT,Hrvatska,Tomislav Njavro,463937642,Brz,,,30,53,431210,11,3,8,7,1,11,15,18,9,8,2,,,,Krilo,3,0,0
NT,Hrvatska,Tomo Škorlić,461322133,,,,31,88,307890,11,6,7,7,1,14,17,2,13,4,4,,,,Srednji vezni,0,0,0
NT,Hrvatska,Toni Maričić,473506038,Tehničar,,,27,6,481820,8,6,8,7,1,2,13,6,15,15,4,,,,Napadač,3,4,0
NT,Hrvatska,Tvrtko Pešun,450847899,Snažan,,,35,92,37380,20,4,7,5,1,2,13,11,11,15,4,,,,Napadač,44,3,0
NT,Hrvatska,Tvrtko Pinčić,468598950,,,,29,35,277170,8,4,6,7,1,16,2,16,10,5,2,,,,Bočni igrač,0,0,0
NT,Hrvatska,Tvrtko Sekereš,460727626,Igra glavom,,,32,13,100500,13,4,7,8,1,12,16,3,6,10,21,,,,Srednji vezni,0,0,0
NT,Hrvatska,Tvrtko Šen,463981062,Igra glavom,,,30,51,393920,11,3,8,6,1,16,13,17,4,2,4,,,,Bočni igrač,3,13,0
NT,Hrvatska,Valentin Ožaković,459738580,,,,32,54,182460,11,4,7,5,1,12,18,4,10,10,5,,,,Srednji vezni,0,0,0
NT,Hrvatska,Valentin Rudić,456037898,Igra glavom,,,34,1,99380,13,6,6,8,1,14,13,16,6,1,12,,,,Krilo,0,0,0
NT,Hrvatska,Valter Tica,457670804,Igra glavom,,,33,46,135100,14,3,7,8,1,14,17,3,12,4,15,,,,Srednji vezni,0,7,0
NT,Hrvatska,Vanja Pirović,465925495,Nepredvidiv,,,29,82,376740,12,3,6,8,1,12,18,5,12,8,8,,,,Srednji vezni,0,12,0
NT,Hrvatska,Velimir 'Veljac' Bajlo,461752201,Brz,,,31,58,291940,11,4,7,8,1,10,19,2,11,10,8,,,,Srednji vezni,8,0,1
NT,Hrvatska,Vice Pečušak,460308702,Snažan,2,,32,35,225330,12,4,7,7,1,15,17,5,15,4,2,,,,Srednji vezni,0,0,0
NT,Hrvatska,Viktor Oltran,462656763,Tehničar,,,31,15,229380,10,5,5,8,1,17,15,2,8,2,5,,,,Srednji branič,0,0,0
NT,Hrvatska,Vito Ban,458290339,Tehničar,,,33,17,158890,12,3,7,7,1,2,16,6,16,13,7,,,,Napadač,0,4,0
NT,Hrvatska,Vito Peruza,466065129,,,,29,72,272950,8,5,6,7,1,16,10,5,15,5,11,,,,Srednji branič,0,1,0
NT,Hrvatska,Vitomir Grgeč,459286922,,,,32,98,137880,12,4,7,8,1,19,5,11,5,3,1,,,,Bočni igrač,0,0,0
NT,Hrvatska,Vitomir Sedić,462434038,Brz,,,31,31,236130,12,5,7,6,1,9,16,16,4,9,8,,,,Krilo,2,0,0
NT,Hrvatska,Vjekoslav Brada,465058896,Nepredvidiv,,,30,9,302440,12,6,7,7,1,15,15,13,9,3,7,,,,Srednji branič,0,7,0
NT,Hrvatska,Vladimir Batalija,456786634,Brz,,,33,79,118980,13,4,6,7,1,6,16,17,10,7,10,,,,Krilo,0,2,0
NT,Hrvatska,Vlado Bunić,463962107,Igra glavom,,,30,57,265790,8,6,6,6,1,3,4,4,14,18,2,,,,Napadač,0,0,0
NT,Hrvatska,Vlaho Jadrešić,452255154,Brz,,,35,52,47080,22,3,6,5,1,10,15,16,12,5,14,,,,Krilo,32,1,0
NT,Hrvatska,Vlatko Moharić,460094247,Igra glavom,,,32,56,163530,11,1,6,8,1,3,12,6,14,16,13,,,,Napadač,3,0,0
NT,Hrvatska,Vlatko Šarin,461643173,Nepredvidiv,,,31,68,368680,12,3,8,6,1,10,17,17,11,7,1,,,,Krilo,0,0,0
NT,Hrvatska,Vojko Bašetić,456052706,Brz,,,33,111,69660,15,1,8,7,1,15,10,14,9,1,14,,,,Krilo,0,1,0
NT,Hrvatska,Vojko Krušlin,452986083,Brz,,,35,23,40470,16,7,5,7,1,5,13,10,10,16,13,,,,Napadač,1,1,0
NT,Hrvatska,Vuk Džunić,461174267,Brz,,,31,99,279750,13,1,7,8,1,11,15,16,9,6,13,,,,Krilo,2,0,0
NT,Hrvatska,Zdenko Bošotina,462627906,Brz,,,31,18,259600,11,4,6,6,1,15,16,5,13,3,1,,,,Srednji branič,11,0,0
NT,Hrvatska,Zlatan Carević,459397798,Nepredvidiv,,,32,77,249420,13,4,6,8,1,4,17,18,9,5,2,,,,Krilo,3,0,0
NT,Hrvatska,Zoran Bilokapić,460822528,Igra glavom,,,32,21,157660,11,5,7,8,1,2,9,13,10,17,15,,,,Napadač,2,0,0
NT,Hrvatska,Zvonimir Gadže,456011919,Snažan,,,34,2,91400,19,3,4,7,1,16,17,3,8,3,17,,,,Srednji vezni,9,17,0
NT,Hrvatska,Zvonimir Mirošević,462762032,Igra glavom,,,31,7,370790,14,6,7,7,1,12,15,18,12,2,12,,,,Krilo,3,23,0
NT,Hrvatska,Zvonko Bačelić,450967939,Brz,,,35,85,39960,13,6,7,6,1,3,10,8,14,16,10,,,,Napadač,34,0,0
NT,Hrvatska,Žan Rušev,466022738,Nepredvidiv,,,29,78,138230,8,3,6,6,20,13,3,2,8,3,20,,,,Vratar,3,0,0
NT,Hrvatska,Žarko Butić,465149556,Brz,,,30,31,343310,12,3,6,6,1,14,18,6,10,4,1,,,,Srednji vezni,0,1,0
NT,Hrvatska,Žarko Gudelj,464875833,Nepredvidiv,,,30,30,315760,10,7,7,6,1,17,10,3,15,5,4,,,,Srednji branič,0,5,0
NT,Hrvatska,Željko 'Psycho' Špika,465920983,Brz,,,29,83,436420,7,3,6,7,1,9,18,15,12,4,5,,,,Srednji vezni,0,5,0
