id,country_id,position,created_at,full_name,ht_player_id,team_type,status,notes,last_seen_at,dob,ht_age_years,ht_age_days,training_type,trainer_level,assistants,intensity,stamina_share,ideal_training_score,actual_training_score,nationality,specialty,injury,transfer_listed,age_years,age_days,tsi,experience,leadership,form,stamina,keeper,defending,playmaking,wing,passing,scoring,set_pieces,caps_nt,caps_u21,is_international,category,source,imported_at,note,ht_id,team_id,age,skill_gk,skill_def,skill_pm,skill_wing,skill_pass,skill_score,skill_sp,wage,stamina_pct,training_last,training_now,updated_at
79,,,2026-01-19 15:34:45.048265,Dragutin Valičević,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,1,false,34,105,43910,11,,7,5,0,7,18,2,14,3,2,2,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,453382718,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
80,,,2026-01-19 15:34:45.048265,Dražen Murgić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,35,11,49880,14,,7,7,1,10,15,16,9,3,16,5,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,453179970,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
81,,,2026-01-19 15:34:45.048265,Dubravko Stijepović,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,32,52,171370,11,,7,8,1,11,17,13,9,6,7,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,459736423,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
82,,,2026-01-19 15:34:45.048265,Eduard Maroević,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,105,242330,13,,6,8,1,2,14,9,15,17,3,11,4,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,458646241,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
83,,,2026-01-19 15:34:45.048265,Eduardo Cakarun,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,51,102530,15,,6,7,20,15,0,0,0,2,22,9,12,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,458170481,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
84,,,2026-01-19 15:34:45.048265,Eduardo Vidak,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,31,29,163920,12,,6,8,1,15,8,16,9,4,15,3,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,462480182,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
85,,,2026-01-19 15:34:45.048265,Elvis Protega,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,33,64,132490,14,,7,7,1,9,17,14,11,3,3,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,456996416,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
86,,,2026-01-19 15:34:45.048265,Emanuel Šutalo,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,37,265270,10,,7,7,1,17,14,4,10,3,9,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,464695452,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
87,,,2026-01-19 15:34:45.048265,Ernest Mladenović,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,28,70,394340,9,,7,7,1,12,18,3,10,3,1,0,1,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,470163827,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
88,,,2026-01-19 15:34:45.048265,Ernest Ralević,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,29,47840,12,,7,5,1,12,18,2,12,5,2,7,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,455609674,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
89,,,2026-01-19 15:34:45.048265,Fausto 'Surprise' Annicelli,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,29,88,382580,10,,6,7,1,16,17,4,8,7,4,0,1,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,465843900,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
90,,,2026-01-19 15:34:45.048265,Filip Vrkić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,34,80,54930,14,,6,5,0,14,17,2,12,8,10,4,1,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454362542,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
91,,,2026-01-19 15:34:45.048265,Fran Batinić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,30,55,366630,12,,6,7,1,12,18,4,13,8,3,13,3,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,463919295,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
92,,,2026-01-19 15:34:45.048265,Fran Golik,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,31,79,103730,10,,4,6,20,15,3,4,5,2,21,5,0,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,461781831,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
93,,,2026-01-19 15:34:45.048265,Fran Petravić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,80,258140,12,,7,8,1,12,18,5,10,7,13,0,4,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461462055,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
94,,,2026-01-19 15:34:45.048265,Frano Lacmanović,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,83,268050,10,,8,8,1,6,9,6,8,19,8,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,463639473,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
95,,,2026-01-19 15:34:45.048265,Frano Zanki,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,34,51,43720,13,,5,7,1,9,17,1,13,2,18,5,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454811186,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
96,,,2026-01-19 15:34:45.048265,Gabrijel Barbarić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,32,79830,12,,3,7,1,16,8,14,9,5,16,5,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,460360516,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
97,,,2026-01-19 15:34:45.048265,Gabrijel Šunjo,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,36,25,29020,28,,5,4,1,17,4,16,7,1,11,56,37,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,449783708,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
98,,,2026-01-19 15:34:45.048265,Gašpar Folo,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,31,64,324300,12,,7,8,1,3,17,5,13,16,3,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,461643000,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
99,,,2026-01-19 15:34:45.048265,Gašpar Pestić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,34,54,46780,14,,7,5,1,9,16,14,13,3,16,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454751573,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
100,,,2026-01-19 15:34:45.048265,Gašpar 'Eustahije' Šipić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,30,89,436610,12,,7,8,1,9,17,17,10,6,2,25,15,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,463431084,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
101,,,2026-01-19 15:34:45.048265,Gašpar 'Modrić' Trglavčnik,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,34,91,66250,18,,7,7,1,13,17,5,14,3,11,21,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454226418,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
102,,,2026-01-19 15:34:45.048265,Gavrilo Tošić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,97,224060,12,,7,8,1,6,16,17,12,4,7,0,5,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,459154650,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
103,,,2026-01-19 15:34:45.048265,Gianni Caldiero,,NT,,,,,,,,,,,,,,Hrvatska,,,false,29,74,344550,11,,7,8,1,16,5,17,9,3,7,1,8,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,466032537,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
104,,,2026-01-19 15:34:45.048265,Gojko Zeljko,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,21,309520,9,,7,7,1,11,15,18,11,4,7,1,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,462577329,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
105,,,2026-01-19 15:34:45.048265,Goran Monteduro,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,99,364530,11,,8,6,1,2,14,11,16,14,3,0,15,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,463028575,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
106,,,2026-01-19 15:34:45.048265,Goran Rašić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,35,35,71540,20,,6,7,20,14,0,0,0,0,21,32,14,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,452791606,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
107,,,2026-01-19 15:34:45.048265,Gordan Marijanović,,NT,,,,,,,,,,,,,,Hrvatska,,,false,35,35,58670,14,,4,6,20,14,0,1,0,1,21,25,7,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,452764481,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
108,,,2026-01-19 15:34:45.048265,Gordan Markešić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,51,334490,11,,8,8,1,13,18,2,14,3,3,5,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461803057,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
109,,,2026-01-19 15:34:45.048265,Grga Trdić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,28,41,332150,9,,6,7,1,13,17,4,13,2,5,0,1,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,470854602,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
110,,,2026-01-19 15:34:45.048265,Grgo Crnjak,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,34,74,40240,10,,6,5,0,15,17,6,7,4,2,1,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454486816,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
111,,,2026-01-19 15:34:45.048265,Grgo Honović,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,80,57030,18,,7,7,1,10,14,17,11,4,15,9,15,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,454389201,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
112,,,2026-01-19 15:34:45.048265,Grgo Rajš,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,47,79390,11,,3,6,1,15,14,2,11,3,9,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,460630402,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
113,,,2026-01-19 15:34:45.048265,Gvozden Končarević,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,29,69,303630,11,,5,8,2,16,17,3,5,6,1,0,9,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,466158285,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
114,,,2026-01-19 15:34:45.048265,Haris Fatkić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,88,247510,16,,6,8,1,13,18,5,13,4,11,11,4,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,459242147,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
115,,,2026-01-19 15:34:45.048265,Hrvoje Bezbradica,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,88,215540,10,,6,6,1,12,15,5,14,7,2,0,4,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,463423206,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
116,,,2026-01-19 15:34:45.048265,Hrvoje Prelas,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,23,117120,13,,7,7,1,17,16,3,3,4,7,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,458290597,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
117,,,2026-01-19 15:34:45.048265,Hrvoje Svjetlanović,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,15,145450,10,,8,7,20,15,1,2,2,1,20,7,0,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,462660957,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
118,,,2026-01-19 15:34:45.048265,Hrvoje Zidarević,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,36,60460,15,,6,7,1,13,16,15,7,9,1,0,13,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,455838236,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
119,,,2026-01-19 15:34:45.048265,Igor Ivanov,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,60,256320,8,,7,6,1,4,3,12,12,17,2,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,466208013,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
120,,,2026-01-19 15:34:45.048265,Ismail Medić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,34,26,38650,12,,7,5,1,10,18,4,11,8,4,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,457927688,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
121,,,2026-01-19 15:34:45.048265,István Csiernyik,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,33,91,97760,10,,6,6,1,4,14,5,13,16,11,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,456630296,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
122,,,2026-01-19 15:34:45.048265,István Mikóczi,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,91,143460,17,,7,7,1,6,11,16,10,14,8,0,22,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,459217958,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
123,,,2026-01-19 15:34:45.048265,Ivan Jurkić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,61,549300,9,,8,8,1,12,15,19,7,8,1,0,5,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,466192969,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
124,,,2026-01-19 15:34:45.048265,Ivan Mistrić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,54,68720,12,,6,6,1,16,8,14,9,4,9,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,457137245,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
125,,,2026-01-19 15:34:45.048265,Ivano Mandić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,28,102,443960,10,,7,7,1,4,7,13,13,17,2,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,469331295,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
126,,,2026-01-19 15:34:45.048265,Ivo Kovačević,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,29,45,451570,9,,8,7,1,6,18,5,16,4,1,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,468128063,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
127,,,2026-01-19 15:34:45.048265,Ivo Ombla,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,6,162060,11,,7,7,1,16,14,5,12,2,16,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,460677178,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
128,,,2026-01-19 15:34:45.048265,Izidor Grgić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,99,421030,9,,8,7,1,5,12,16,9,17,6,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,465726588,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
129,,,2026-01-19 15:34:45.048265,Jadran Semenčić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,34,31,35070,12,,6,7,1,18,7,11,9,1,3,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,455635066,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
130,,,2026-01-19 15:34:45.048265,Jadranko Dragaš,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,54,150130,12,,8,7,1,3,11,12,12,16,8,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,459708617,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
131,,,2026-01-19 15:34:45.048265,Jakov Babin,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,39,262150,10,,6,8,1,10,19,5,12,9,5,8,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,462297480,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
132,,,2026-01-19 15:34:45.048265,Jakov Bogdan,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,32,10,209130,10,,7,8,1,13,18,3,13,5,6,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,460825194,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
133,,,2026-01-19 15:34:45.048265,Jakov Perović,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,3,451220,12,,7,7,1,14,17,11,9,4,7,0,12,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,469187439,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
134,,,2026-01-19 15:34:45.048265,Jakov Selak,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,17,385060,15,,8,6,1,14,18,11,9,7,6,0,16,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,465004986,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
135,,,2026-01-19 15:34:45.048265,Jakša Gračanin,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,50,149950,11,,6,8,1,17,14,3,9,2,11,2,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,460600415,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
136,,,2026-01-19 15:34:45.048265,Jan Majić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,59,251340,12,,6,8,1,13,18,6,12,5,19,2,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461741884,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
137,,,2026-01-19 15:34:45.048265,Jan Šaran,,NT,,,,,,,,,,,,,,Hrvatska,,2,false,31,91,155270,13,,4,8,1,16,9,16,10,3,6,12,10,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,461301641,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
138,,,2026-01-19 15:34:45.048265,Jerko Kornerović,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,29,83,233970,8,,4,7,1,16,15,5,12,2,4,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,468709093,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
139,,,2026-01-19 15:34:45.048265,Jonas Hartman,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,32,24,267930,16,,7,8,1,3,16,5,12,18,4,23,12,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460438536,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
140,,,2026-01-19 15:34:45.048265,Josip Škorput,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,4,181180,11,,6,8,1,14,17,4,12,3,15,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458495857,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
141,,,2026-01-19 15:34:45.048265,Joško Ćosić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,31,64,145950,9,,4,6,1,18,2,13,10,5,2,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,461740641,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
142,,,2026-01-19 15:34:45.048265,Jozo Hojka,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,61,403430,9,,7,6,1,16,14,17,7,2,1,5,1,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,464514245,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
143,,,2026-01-19 15:34:45.048265,Jozo Pigac,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,49,278890,11,,6,7,1,10,18,2,13,10,6,4,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461998744,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
144,,,2026-01-19 15:34:45.048265,Jura Malvić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,104,275670,10,,6,7,1,5,16,16,13,7,13,0,6,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,460843313,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
145,,,2026-01-19 15:34:45.048265,Jure Lenac,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,106,135200,14,,8,8,20,14,1,0,1,0,20,6,9,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,458676029,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
146,,,2026-01-19 15:34:45.048265,Jurica 'Kamisar' Bencun,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,34,111,33270,18,,6,5,0,9,17,5,12,8,12,11,10,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,453293093,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
147,,,2026-01-19 15:34:45.048265,Jurica Milošević,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,27,11,412820,9,,7,7,1,11,17,6,13,6,1,4,6,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,473427839,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
148,,,2026-01-19 15:34:45.048265,Klaudio Hadić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,33,89,83670,13,,6,7,1,16,11,14,9,2,10,1,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,456635533,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
149,,,2026-01-19 15:34:45.048265,Krešimir Orlović,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,41,106660,11,,6,6,18,14,3,1,2,1,20,0,6,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,462190320,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
150,,,2026-01-19 15:34:45.048265,Kristijan Bobinac,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,30,24,322780,8,,7,7,1,5,12,15,10,16,9,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,465775900,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
